Name,Arp,RA,Dec,Diam
,2321-670,351.0141,-66.8585,0.4
,2321-504,350.9959,-50.5236,0.3
,2321-683,351.0841,-68.3652,0.6
,2321-344,351.0882,-34.4485,0.3
,2322-533,351.3039,-53.2866,0.2
,2322-821,351.6227,-81.9132,2.2
,2322-671,351.427,-67.0566,0.2
,2323-702,351.5315,-70.2032,0.2
,2323-382,351.516,-38.1165,0.1
,2323-392,351.6004,-39.2214,1.1
,2323-512,351.6308,-51.1364,0.3
,2323-323,351.6093,-32.3881,1.1
,2324-574,351.802,-57.5329,0.5
,2324-574,351.8226,-57.5279,0.5
,2324-602,351.8752,-60.1629,1.2
,2324-690,351.9595,-68.8812,0.2
,2324-335,351.9139,-33.7112,0.2
,2325-672,352.0042,-67.1595,0.5
,2325-473,351.9559,-47.3812,1.4
,2325-455,351.9575,-45.6962,0.7
,2325-541,352.0173,-53.9761,0.4
,2325-691,352.0715,-69.0494,0.1
,2325-621,352.0749,-61.9878,4.2
,2326-595,352.2665,-59.7176,1.9
,2326-392,352.2354,-39.2193,0.1
,2326-542,352.2701,-54.1159,0.2
,2326-393,352.3226,-39.2293,0.4
,2326-662,352.4156,-66.0875,2.7
,2327-422,352.4256,-42.1658,0.4
,2327-312,352.522,-31.1291,1.5
,2327-471,352.5812,-46.9657,0.4
,2327-574,352.6866,-57.4057,0.1
,2329-380,352.9395,-37.8338,0.6
,2329-380,352.9561,-37.8588,1.1
,2329-410,352.9758,-40.7688,0.9
,2329-414,353.0637,-41.5054,2.7
,2329-295,353.1314,-29.5587,0.1
,2330-295,353.2062,-29.5754,0.1
,2330-363,353.212,-36.232,1.3
,2330-650,353.3758,-64.8736,0.6
,2330-385,353.3719,-38.5986,0.6
,2331-624,353.4718,-62.4885,0.2
,2331-705,353.6097,-70.6351,1.1
,2331-461,353.5873,-45.9968,0.9
,2332-361,353.6643,-36.0334,0.7
,2332-654,353.7239,-65.3984,8.1
,2332-623,353.7642,-62.2233,0.1
,2332-655,353.7987,-65.59,8.1
,2332-542,353.8139,-54.1317,0.4
,2332-291,353.8166,-28.99,0.2
,2332-431,353.8409,-42.8933,0.6
,2332-674,353.9534,-67.3982,0.6
,2333-742,354.0453,-74.0915,0.9
,2333-324,354.0269,-32.5066,9.0
,2333-844,354.3565,-84.5548,0.2
,2333-491,354.142,-48.9265,0.3
,2333-630,354.1744,-62.8165,0.8
,2334-292,354.278,-29.0981,0.4
,2334-375,354.2843,-37.7147,2.0
,2334-435,354.3726,-43.6264,0.7
,2335-474,354.4305,-47.503,1.7
,2335-475,354.4514,-47.7197,1.7
,2335-383,354.4633,-38.2713,0.6
,2335-383,354.4674,-38.2463,0.5
,2335-781,354.5834,-78.0179,4.3
,2335-383,354.5214,-38.288,0.5
,2335-513,354.6006,-51.2429,0.1
,2335-671,354.6685,-66.9529,0.2
,2335-643,354.6859,-64.3812,1.8
,2336-643,354.7559,-64.3578,1.8
,2336-580,354.7673,-57.8128,1.2
,2336-255,354.7538,-25.6712,2.7
,2337-384,354.9698,-38.4344,0.9
,2337-230,354.9642,-22.7578,2.1
,2337-222,354.9846,-22.0894,0.6
,2337-624,355.0362,-62.4427,1.0
,2337-624,355.0527,-62.416,3.1
,2337-405,355.0835,-40.701,1.5
,2337-444,355.0991,-44.5127,4.5
,2337-624,355.1724,-62.4443,3.1
,2338-421,355.2421,-41.9143,0.4
,2338-450,355.2611,-44.8209,1.3
,2338-570,355.3321,-56.7442,0.4
,2338-582,355.359,-58.1409,0.5
,2338-312,355.3553,-31.0559,1.3
,2339-395,355.506,-39.6409,1.6
,2339-424,355.5122,-42.4692,0.3
,2339-674,355.5842,-67.4041,0.7
,2339-583,355.5908,-58.3591,0.4
,2339-661,355.634,-65.9558,1.3
,2339-404,355.6062,-40.4525,0.3
,2339-271,355.6024,-26.9392,1.1
,2339-661,355.6711,-65.9458,1.2
,2340-630,355.6975,-62.8858,0.6
,2340-425,355.728,-42.6024,0.2
,2340-263,355.7517,-26.3274,0.7
,2340-431,355.7822,-42.9057,0.4
,2340-335,355.8303,-33.6957,0.7
,2340-592,355.9184,-59.0607,0.7
,2341-321,355.9374,-31.9574,4.5
,2341-252,355.9507,-25.149,0.4
,2341-363,355.9605,-36.2807,0.4
,2341-563,356.0099,-56.2906,0.2
,2341-275,356.0724,-27.6506,1.1
,2342-240,356.1622,-23.8106,0.4
,2342-373,356.1936,-37.2873,0.5
,2342-241,356.1997,-23.9689,0.4
,2342-271,356.3797,-27.0255,0.9
,2342-270,356.3962,-26.7289,0.9
,2343-633,356.437,-63.3072,0.8
,2343-633,356.4575,-63.2321,1.4
,2343-770,356.6394,-76.7854,0.9
,2343-703,356.6457,-70.3821,0.5
,2343-575,356.6608,-57.7171,1.1
,2344-525,356.6683,-52.6871,0.3
,2344-503,356.6955,-50.3771,1.0
,2344-350,356.7154,-34.7888,0.2
,2344-633,356.7878,-63.357,0.9
,2344-471,356.7925,-46.9704,0.1
,2344-595,356.8655,-59.6887,0.3
,2344-350,356.8525,-34.7304,0.2
,2344-252,356.8528,-25.1971,0.1
,2345-572,356.9578,-57.067,3.4
,2345-304,356.9629,-30.5204,1.8
,2345-625,356.9932,-62.6903,0.7
,2345-665,357.0982,-66.6103,0.5
,2345-480,357.1247,-47.8753,0.9
,2345-295,357.1371,-29.7203,0.2
,2346-731,357.2075,-72.9503,0.4
,2346-303,357.3201,-30.2503,1.1
,2346-380,357.3478,-37.7736,2.2
,2346-270,357.3937,-26.7519,0.8
,2347-292,357.4319,-29.1069,2.9
,2347-365,357.4428,-36.5802,0.2
,2347-385,357.4519,-38.5585,1.1
,2347-633,357.4851,-63.3302,0.4
,2347-723,357.5996,-72.3602,0.4
,2347-614,357.5863,-61.5285,0.3
,2347-575,357.591,-57.6602,0.1
,2347-594,357.5967,-59.5102,0.8
,2347-314,357.6404,-31.4802,0.2
,2348-410,357.7225,-40.7351,1.8
,2348-405,357.7432,-40.7201,1.1
,2348-281,357.8762,-28.0218,13.4
,2349-635,357.9145,-63.5718,0.4
,2349-392,357.9252,-39.1751,0.4
,2349-260,357.9297,-25.8518,4.0
,2349-632,357.9966,-63.1351,0.4
,2349-391,357.9874,-39.0134,0.5
,2349-525,358.0138,-52.5784,0.8
,2349-260,358.0128,-25.8601,4.0
,2349-624,358.1157,-62.5117,2.9
,2350-605,358.1843,-60.6384,1.4
,2350-404,358.3323,-40.4317,0.4
,2350-410,358.3449,-40.8084,1.4
,2350-514,358.3528,-51.4367,0.1
,2351-350,358.418,-34.88,0.2
,2351-251,358.5323,-24.895,0.4
,2352-621,358.6561,-61.9716,0.2
,2352-275,358.6491,-27.5667,0.8
,2352-280,358.6907,-27.8533,0.3
,2352-323,358.8162,-32.3433,0.2
,2352-565,358.8268,-56.5766,0.4
,2352-524,358.8874,-52.5349,0.1
,2353-411,359.0088,-40.8949,0.8
,2353-605,359.0394,-60.6766,11.2
,2353-815,359.0747,-81.5716,3.6
,2353-434,359.0632,-43.4316,1.1
,2353-411,359.0793,-40.9099,0.2
,2353-572,359.0917,-57.0566,0.8
,2353-291,359.0982,-29.0266,0.4
,2353-392,359.1163,-39.1649,6.7
,2354-382,359.2241,-38.2166,0.3
,2354-385,359.2283,-38.6666,0.9
,2354-411,359.3241,-40.8949,0.6
,2354-304,359.3684,-30.4449,0.4
,2354-221,359.3884,-21.9883,1.1
,2355-383,359.4607,-38.3866,6.7
,2355-414,359.5109,-41.5282,4.5
,2355-274,359.5219,-27.4432,0.3
,2356-244,359.6505,-24.5416,0.5
,2356-225,359.6878,-22.5716,0.2
,2356-245,359.717,-24.6149,0.6
,2356-571,359.7243,-56.8882,0.3
,2356-320,359.7549,-31.7966,0.2
,2356-690,359.8221,-68.8382,0.3
,2356-320,359.8297,-31.7299,0.3
,2356-244,359.8625,-24.4266,1.7
,2357-702,0.0198,-70.2098,0.1
,2357-773,0.0305,-77.3382,0.2
,2357-252,0.0538,-25.1866,0.2
,2357-270,0.058,-26.7315,0.5
,2357-810,0.0815,-80.7932,1.3
,2357-242,0.1037,-24.0716,1.0
,2357-404,0.1248,-40.4865,1.8
,2357-502,0.1293,-50.1499,0.4
,2357-682,0.1388,-68.1415,0.2
,2358-535,0.204,-53.6765,3.1
,2358-433,0.2618,-43.3332,13.4
,2359-381,0.3987,-38.0349,0.5
,2359-771,0.4097,-76.9432,0.7
